case:concept:name,observation,time:timestamp
P3678,Insert Fine Notification - ,9312.0
P2072,Insert Fine Notification - ,9312.0
S178016,Send Fine not observed within 720 hours,9312.0
P2946,Insert Fine Notification - ,9312.0
P1634,Payment - ,9312.0
S171905,Add penalty directly follows Insert Fine Notification,9312.0
S165097,Add penalty - ,9312.0
S177342,Insert Fine Notification - ,9312.0
S177267,Insert Fine Notification - ,9312.0
S170844,Add penalty directly follows Insert Fine Notification,9312.0
P3460,Insert Fine Notification - ,9312.0
S174778,Insert Fine Notification - ,9312.0
S173071,Insert Fine Notification - ,9312.0
S174673,Insert Fine Notification - ,9312.0
P3839,Create Fine - 538,9312.0
S177138,Insert Fine Notification - ,9312.0
S178075,A,9312.0
P2913,Insert Fine Notification - ,9312.0
S176315,Insert Fine Notification - ,9312.0
S173512,Payment - ,9312.0
S170582,Add penalty - ,9312.0
S172575,Insert Fine Notification - ,9312.0
S167639,Add penalty directly follows Insert Fine Notification,9312.0
S171175,Add penalty directly follows Insert Fine Notification,9312.0
S171526,Add penalty directly follows Insert Fine Notification,9312.0
S170934,Add penalty directly follows Insert Fine Notification,9312.0
S171813,Add penalty directly follows Insert Fine Notification,9312.0
S175098,Insert Fine Notification - ,9312.0
P2057,Insert Fine Notification - ,9312.0
S177562,Insert Fine Notification - ,9312.0
P2986,A,9312.0
P2168,Insert Fine Notification - ,9312.0
S172389,Send Fine not observed within 720 hours,9312.0
S177201,Insert Fine Notification - ,9312.0
S170582,Add penalty directly follows Insert Fine Notification,9312.0
S165097,Add penalty directly follows Insert Fine Notification,9312.0
P2715,A,9336.0
S170478,Payment - ,9336.0
P2414,Insert Fine Notification - ,9336.0
S174432,Add penalty - ,9336.0
P2108,Insert Fine Notification - ,9336.0
S176256,Add penalty - ,9336.0
S175961,Insert Date Appeal to Prefecture - ,9336.0
P2843,Add penalty - ,9336.0
P913,Add penalty - ,9336.0
S176289,Add penalty - ,9336.0
S174036,Create Fine - 46,9336.0
S178076,A,9336.0
S165131,Insert Fine Notification - ,9336.0
P3402,Create Fine - 559,9336.0
S173356,Add penalty - ,9336.0
S172377,Insert Fine Notification - ,9336.0
P2220,Insert Fine Notification - ,9336.0
S174849,Insert Fine Notification - ,9336.0
P2716,Create Fine - 550,9336.0
V19283,Insert Fine Notification - ,9336.0
S176302,Add penalty directly follows Insert Fine Notification,9336.0
S161397,Insert Fine Notification - ,9336.0
S172222,Add penalty - ,9336.0
S176326,Insert Fine Notification - ,9336.0
S165698,Payment - ,9336.0
P2716,A,9336.0
P3402,A,9336.0
P2629,Insert Fine Notification - ,9336.0
S176251,Add penalty - ,9336.0
P3357,Send Fine not observed within 720 hours,9336.0
P2788,Insert Fine Notification - ,9336.0
S170922,Add penalty - ,9336.0
P2703,Send Fine not observed within 1440 hours,9336.0
S174036,A,9336.0
S177431,A,9336.0
P2715,Create Fine - 550,9336.0
S176251,Add penalty directly follows Insert Fine Notification,9336.0
S176105,Add penalty - ,9336.0
P3181,Add penalty directly follows Insert Fine Notification,9336.0
S175759,Add penalty directly follows Insert Fine Notification,9336.0
P2628,Insert Fine Notification - ,9336.0
S173356,Add penalty directly follows Insert Fine Notification,9336.0
S172222,Add penalty directly follows Insert Fine Notification,9336.0
P913,Add penalty directly follows Insert Fine Notification,9336.0
S176136,Add penalty directly follows Insert Fine Notification,9336.0
S174432,Add penalty directly follows Insert Fine Notification,9336.0
S176256,Add penalty directly follows Insert Fine Notification,9336.0
P3359,Send Fine not observed within 720 hours,9336.0
S176105,Add penalty directly follows Insert Fine Notification,9336.0
S171463,Add penalty - ,9336.0
S174425,Insert Fine Notification - ,9336.0
P3181,Add penalty - ,9336.0
S175209,Send Fine not observed within 720 hours,9336.0
P2843,Add penalty directly follows Insert Fine Notification,9336.0
S171463,Add penalty directly follows Insert Fine Notification,9336.0
P3356,Send Fine not observed within 720 hours,9336.0
S176136,Add penalty - ,9336.0
S177208,Insert Fine Notification - ,9336.0
S176289,Add penalty directly follows Insert Fine Notification,9336.0
S174020,Add penalty directly follows Insert Fine Notification,9336.0
P1235,Insert Fine Notification - ,9336.0
S174020,Add penalty - ,9336.0
S175452,Insert Fine Notification - ,9336.0
S172654,Payment - ,9336.0
S178076,Create Fine - 50,9336.0
P1398,Insert Fine Notification - ,9336.0
S175964,Insert Fine Notification - ,9336.0
S170322,Insert Fine Notification - ,9336.0
P1216,Insert Fine Notification - ,9336.0
S172382,Insert Fine Notification - ,9336.0
P2705,Send Fine not observed within 1440 hours,9336.0
S175961,Insert Date Appeal to Prefecture directly follows Insert Fine Notification,9336.0
S177431,Create Fine - 45,9336.0
S175759,Add penalty - ,9336.0
S176302,Add penalty - ,9336.0
S175689,Add penalty - ,9360.0
P3170,Add penalty - ,9360.0
P1233,Insert Fine Notification - ,9360.0
P3085,Send Fine not observed within 720 hours,9360.0
S174478,Add penalty - ,9360.0
P3702,Send Fine not observed within 1440 hours,9360.0
C22834,Send Fine - ,9360.0
P2516,Add penalty directly follows Insert Fine Notification,9360.0
S177611,Send Fine not observed within 1440 hours,9360.0
S175195,Add penalty - ,9360.0
S175411,Insert Fine Notification - ,9360.0
S175028,Insert Fine Notification - ,9360.0
S174476,Add penalty - ,9360.0
C22834,Create Fine - 40,9360.0
S177374,Send Fine not observed within 1440 hours,9360.0
P2795,Insert Fine Notification - ,9360.0
S175897,Add penalty - ,9360.0
S176005,Insert Fine Notification - ,9360.0
S174510,A,9360.0
P2611,Add penalty - ,9360.0
P2785,Add penalty - ,9360.0
S178466,A,9360.0
S178504,A,9360.0
P2401,Add penalty directly follows Insert Fine Notification,9360.0
S175477,Insert Fine Notification - ,9360.0
P2516,Add penalty - ,9360.0
S173277,Add penalty directly follows Insert Fine Notification,9360.0
P2511,Insert Fine Notification - ,9360.0
S173056,Add penalty - ,9360.0
S173795,Add penalty - ,9360.0
S175168,Insert Fine Notification - ,9360.0
P3695,Send Fine not observed within 1440 hours,9360.0
P2660,Add penalty - ,9360.0
S174475,Add penalty - ,9360.0
C22834,Insert Fine Notification - ,9360.0
S173254,Add penalty directly follows Insert Fine Notification,9360.0
S174426,Insert Fine Notification - ,9360.0
S174503,A,9360.0
S174405,Add penalty - ,9360.0
S175582,Add penalty - ,9360.0
S169157,Add penalty - ,9360.0
S175479,Insert Fine Notification - ,9360.0
S173277,Add penalty - ,9360.0
P2232,Add penalty - ,9360.0
S174480,Add penalty - ,9360.0
S177379,Send Fine not observed within 1440 hours,9360.0
S176536,A,9360.0
S174503,Create Fine - 54,9360.0
S176535,Create Fine - 65,9360.0
S175897,Add penalty directly follows Insert Fine Notification,9360.0
S175582,Add penalty directly follows Insert Fine Notification,9360.0
P2757,Add penalty directly follows Insert Fine Notification,9360.0
S175918,Add penalty directly follows Insert Fine Notification,9360.0
S175554,Insert Fine Notification - ,9360.0
S178466,Create Fine - 40,9360.0
S175195,Add penalty directly follows Insert Fine Notification,9360.0
S178504,Create Fine - 52,9360.0
S169398,Add penalty - ,9360.0
S169340,Add penalty directly follows Insert Fine Notification,9360.0
P2797,Add penalty - ,9360.0
S169340,Add penalty - ,9360.0
P2757,Add penalty - ,9360.0
P2401,Add penalty - ,9360.0
S174507,Create Fine - 54,9360.0
S175689,Add penalty directly follows Insert Fine Notification,9360.0
P3084,Send Fine not observed within 720 hours,9360.0
S178024,Send Fine not observed within 720 hours,9360.0
P2415,Add penalty - ,9360.0
S174431,Add penalty - ,9360.0
S174510,Create Fine - 54,9360.0
S174480,Add penalty directly follows Insert Fine Notification,9360.0
S176536,Create Fine - 65,9360.0
S174911,Add penalty directly follows Insert Fine Notification,9360.0
S167718,Add penalty directly follows Insert Fine Notification,9360.0
S178465,A,9360.0
S173254,Add penalty - ,9360.0
S175918,Add penalty - ,9360.0
S174507,C,9360.0
S175107,Insert Fine Notification - ,9360.0
S176535,A,9360.0
S167718,Add penalty - ,9360.0
S173067,Insert Fine Notification - ,9360.0
S174911,Add penalty - ,9360.0
S178465,Create Fine - 40,9360.0
P2611,Add penalty directly follows Insert Fine Notification,9360.0
C22834,A,9360.0
S174478,Add penalty directly follows Insert Fine Notification,9360.0
S174475,Add penalty directly follows Insert Fine Notification,9360.0
S174476,Add penalty directly follows Insert Fine Notification,9360.0
S169398,Add penalty directly follows Insert Fine Notification,9360.0
P3170,Add penalty directly follows Insert Fine Notification,9360.0
S174431,Add penalty directly follows Insert Fine Notification,9360.0
P2660,Add penalty directly follows Insert Fine Notification,9360.0
S173056,Add penalty directly follows Insert Fine Notification,9360.0
P2785,Add penalty directly follows Insert Fine Notification,9360.0
S177719,Send Fine - ,9384.0
S175207,Send Fine - ,9384.0
S177625,Send Fine - ,9384.0
S174032,Send Fine - ,9384.0
P2538,Add penalty - ,9384.0
P3790,Send Fine - ,9384.0
S172529,Payment - ,9384.0
S177456,Send Fine - ,9384.0
S177621,Send Fine - ,9384.0
S177629,Send Fine - ,9384.0
S176412,Send Fine - ,9384.0
S177706,Send Fine - ,9384.0
S177638,Send Fine - ,9384.0
S177395,Send Fine - ,9384.0
S177463,Send Fine - ,9384.0
S177464,Send Fine - ,9384.0
P15,Payment - ,9384.0
S174193,Add penalty - ,9384.0
S176195,Send Fine - ,9384.0
P2825,Send Fine - ,9384.0
S177401,Send Fine - ,9384.0
S171965,Add penalty - ,9384.0
S177859,Send Fine - ,9384.0
P968,Add penalty - ,9384.0
V19308,Send Fine - ,9384.0
S175553,Send Fine - ,9384.0
S178077,A,9384.0
C22099,Add penalty - ,9384.0
P120,Payment - ,9384.0
S175018,Send Fine - ,9384.0
S177900,Send Fine - ,9384.0
P3742,Send Fine - ,9384.0
P3114,A,9384.0
P3541,Send Fine - ,9384.0
S166211,Payment - ,9384.0
C22384,Send Fine - ,9384.0
S176626,Add penalty - ,9384.0
P3738,Send Fine - ,9384.0
P2420,Insert Fine Notification - ,9384.0
S174023,Add penalty - ,9384.0
P770,Add penalty - ,9384.0
S171470,Add penalty - ,9384.0
S177635,Send Fine - ,9384.0
S174871,Send Fine - ,9384.0
S177748,Send Fine - ,9384.0
S172503,Add penalty - ,9384.0
S174763,Insert Fine Notification - ,9384.0
P3593,Send Fine not observed within 720 hours,9384.0
S177409,Send Fine - ,9384.0
S175108,Send Fine - ,9384.0
S174862,Send Fine - ,9384.0
S177643,Send Fine - ,9384.0
P3698,Send Fine - ,9384.0
P2841,Add penalty - ,9384.0
P3113,Create Fine - 537,9384.0
P3583,Send Fine - ,9384.0
P3069,Send Fine - ,9384.0
V19246,Send Fine - ,9384.0
S177704,Send Fine - ,9384.0
S176362,Send Fine - ,9384.0
S178223,Send Fine - ,9384.0
S177416,Send Fine - ,9384.0
S174585,Send Fine - ,9384.0
P3743,Send Fine - ,9384.0
P1544,Add penalty - ,9384.0
S176608,Send Fine - ,9384.0
P2235,Send Fine - ,9384.0
S178222,Send Fine - ,9384.0
P3661,Insert Fine Notification - ,9384.0
S177732,Send Fine - ,9384.0
P3221,Insert Fine Notification - ,9384.0
S172143,Send Fine - ,9384.0
S175779,Insert Fine Notification - ,9384.0
S176379,Insert Fine Notification - ,9384.0
S171518,Add penalty - ,9384.0
S171475,Add penalty - ,9384.0
S177734,Send Fine not observed within 720 hours,9384.0
S178101,Send Fine not observed within 720 hours,9384.0
S178025,Send Fine not observed within 720 hours,9384.0
S176071,Send Fine - ,9384.0
S178026,Send Fine not observed within 720 hours,9384.0
P1225,Send Fine - ,9384.0
S172347,Add penalty - ,9384.0
S177766,Send Fine - ,9384.0
S177651,Send Fine - ,9384.0
P1695,Send Fine - ,9384.0
S177752,Send Fine - ,9384.0
P3746,Send Fine - ,9384.0
P2833,Send Fine - ,9384.0
P3652,Insert Fine Notification - ,9384.0
S175927,Add penalty - ,9384.0
S178216,Send Fine - ,9384.0
S174890,Send Fine - ,9384.0
S177382,Send Fine - ,9384.0
S174683,Send Fine - ,9384.0
S178224,Send Fine - ,9384.0
P2147,Send Fine - ,9384.0
S178203,Send Fine - ,9384.0
S177968,Send Fine - ,9384.0
S176066,Send Fine - ,9384.0
S174627,Send Fine - ,9384.0
S174884,Send Fine - ,9384.0
S176363,Send Fine - ,9384.0
P3581,Send Fine - ,9384.0
P2702,Send Fine - ,9384.0
P3705,Send Fine - ,9384.0
P3080,Send Fine - ,9384.0
P3529,Send Fine - ,9384.0
S170828,Add penalty - ,9384.0
P2705,Send Fine - ,9384.0
P3793,Send Fine - ,9384.0
P3582,Send Fine - ,9384.0
P3532,Send Fine - ,9384.0
S177777,Send Fine - ,9384.0
S176323,Send Fine - ,9384.0
S177883,Send Fine - ,9384.0
P3702,Send Fine - ,9384.0
P2803,Add penalty - ,9384.0
P2810,Send Fine - ,9384.0
S177162,Send Fine - ,9384.0
P2881,Send Fine - ,9384.0
P2701,Send Fine - ,9384.0
S177482,Send Fine - ,9384.0
S176209,Add penalty - ,9384.0
S176267,Add penalty - ,9384.0
P2135,Send Fine - ,9384.0
S177754,Send Fine - ,9384.0
S175299,Send Fine - ,9384.0
S178369,Create Fine - 53,9384.0
S172090,Add penalty - ,9384.0
S178369,A,9384.0
S176070,Send Fine - ,9384.0
S177764,Send Fine - ,9384.0
S174170,Add penalty - ,9384.0
S177852,Send Fine - ,9384.0
P3791,Send Fine - ,9384.0
P3784,Insert Fine Notification - ,9384.0
S176073,Send Fine - ,9384.0
S177889,Send Fine - ,9384.0
P3114,Create Fine - 537,9384.0
S174185,Add penalty - ,9384.0
S177701,Send Fine - ,9384.0
S172250,Send Fine - ,9384.0
S175309,Send Fine - ,9384.0
S176253,Add penalty - ,9384.0
S178213,Send Fine - ,9384.0
S177627,Send Fine - ,9384.0
S177454,Send Fine - ,9384.0
S173066,Add penalty - ,9384.0
S177022,Send Fine - ,9384.0
S177024,Send Fine - ,9384.0
P2656,Add penalty - ,9384.0
S169020,Add penalty - ,9384.0
P2783,Send Fine - ,9384.0
S177410,Send Fine - ,9384.0
P2137,Add penalty - ,9384.0
S178226,Send Fine - ,9384.0
S174893,Insert Fine Notification - ,9384.0
S176067,Send Fine - ,9384.0
S176192,Send Fine - ,9384.0
S173851,Send Fine - ,9384.0
S177470,Send Fine - ,9384.0
S174182,Add penalty - ,9384.0
S171465,Add penalty - ,9384.0
S176203,Send Fine - ,9384.0
S178208,Send Fine - ,9384.0
P3537,Send Fine - ,9384.0
P3569,Insert Fine Notification - ,9384.0
P2865,Add penalty - ,9384.0
S176009,Send Fine - ,9384.0
S171638,Add penalty - ,9384.0
P2409,Add penalty - ,9384.0
S177379,Send Fine - ,9384.0
S176008,Send Fine - ,9384.0
P3745,Send Fine - ,9384.0
S174376,Add penalty - ,9384.0
P2815,Add penalty directly follows Insert Fine Notification,9384.0
C22099,Add penalty directly follows Insert Fine Notification,9384.0
P770,Add penalty directly follows Insert Fine Notification,9384.0
P2667,Add penalty directly follows Insert Fine Notification,9384.0
S169217,Add penalty directly follows Insert Fine Notification,9384.0
S169897,Add penalty directly follows Insert Fine Notification,9384.0
S174193,Add penalty directly follows Insert Fine Notification,9384.0
S169588,Add penalty directly follows Insert Fine Notification,9384.0
P968,Add penalty directly follows Insert Fine Notification,9384.0
S171518,Add penalty directly follows Insert Fine Notification,9384.0
S174919,Send Fine - ,9384.0
S174185,Add penalty directly follows Insert Fine Notification,9384.0
S177959,Send Fine - ,9384.0
P230,Payment - ,9384.0
P1896,Add penalty - ,9384.0
S177662,Send Fine - ,9384.0
S175312,Send Fine - ,9384.0
P3528,Send Fine - ,9384.0
S175875,Send Fine - ,9384.0
S171475,Add penalty directly follows Insert Fine Notification,9384.0
P3739,Send Fine - ,9384.0
S176556,Send Fine - ,9384.0
S161018,Payment - ,9384.0
P2658,Add penalty - ,9384.0
S157700,Insert Fine Notification - ,9384.0
S169217,Add penalty - ,9384.0
P3744,Send Fine - ,9384.0
S175033,Add penalty - ,9384.0
S177661,Send Fine - ,9384.0
S175206,Send Fine - ,9384.0
S175301,Send Fine - ,9384.0
S172778,Add penalty - ,9384.0
S170476,Add penalty directly follows Insert Fine Notification,9384.0
S172090,Add penalty directly follows Insert Fine Notification,9384.0
P1404,Add penalty directly follows Insert Fine Notification,9384.0
S174439,Add penalty directly follows Insert Fine Notification,9384.0
S169020,Add penalty directly follows Insert Fine Notification,9384.0
S176267,Add penalty directly follows Insert Fine Notification,9384.0
P2841,Add penalty directly follows Insert Fine Notification,9384.0
S171965,Add penalty directly follows Insert Fine Notification,9384.0
S176253,Add penalty directly follows Insert Fine Notification,9384.0
S172503,Add penalty directly follows Insert Fine Notification,9384.0
C22161,Add penalty directly follows Insert Fine Notification,9384.0
P3551,Send Fine - ,9384.0
S173061,Add penalty directly follows Insert Fine Notification,9384.0
P2538,Add penalty directly follows Insert Fine Notification,9384.0
S174170,Add penalty directly follows Insert Fine Notification,9384.0
P2409,Add penalty directly follows Insert Fine Notification,9384.0
P1896,Add penalty directly follows Insert Fine Notification,9384.0
S172347,Add penalty directly follows Insert Fine Notification,9384.0
S171809,Add penalty directly follows Insert Fine Notification,9384.0
S177614,Send Fine not observed within 1440 hours,9384.0
P2137,Add penalty directly follows Insert Fine Notification,9384.0
S175927,Add penalty directly follows Insert Fine Notification,9384.0
S172778,Add penalty directly follows Insert Fine Notification,9384.0
P1350,Add penalty directly follows Insert Fine Notification,9384.0
P2003,Add penalty directly follows Insert Fine Notification,9384.0
S170828,Add penalty directly follows Insert Fine Notification,9384.0
S174182,Add penalty directly follows Insert Fine Notification,9384.0
S167713,Add penalty directly follows Insert Fine Notification,9384.0
P2656,Add penalty directly follows Insert Fine Notification,9384.0
S175033,Add penalty directly follows Insert Fine Notification,9384.0
S174023,Add penalty directly follows Insert Fine Notification,9384.0
P2828,Add penalty directly follows Insert Fine Notification,9384.0
P3516,Send Fine - ,9384.0
P2865,Add penalty directly follows Insert Fine Notification,9384.0
P3543,Send Fine - ,9384.0
P3189,Add penalty directly follows Insert Fine Notification,9384.0
P3732,Send Fine - ,9384.0
S176626,Add penalty directly follows Insert Fine Notification,9384.0
S171470,Add penalty directly follows Insert Fine Notification,9384.0
P3113,A,9384.0
S175935,Add penalty directly follows Insert Fine Notification,9384.0
S171777,Add penalty directly follows Insert Fine Notification,9384.0
S170510,Add penalty directly follows Insert Fine Notification,9384.0
S170476,Add penalty - ,9384.0
S171465,Add penalty directly follows Insert Fine Notification,9384.0
S169588,Add penalty - ,9384.0
P1404,Add penalty - ,9384.0
S176517,Send Fine - ,9384.0
S169296,Add penalty - ,9384.0
S177880,Send Fine - ,9384.0
S175822,Send Fine - ,9384.0
P3710,Send Fine - ,9384.0
P3189,Add penalty - ,9384.0
P3701,Send Fine - ,9384.0
P726,Payment - ,9384.0
P3536,Send Fine - ,9384.0
S165406,Send Fine - ,9384.0
P3712,Send Fine - ,9384.0
S170510,Add penalty - ,9384.0
P3716,Send Fine - ,9384.0
P3703,Send Fine - ,9384.0
P2703,Send Fine - ,9384.0
P3066,Send Fine - ,9384.0
S175283,Send Fine - ,9384.0
P3070,Send Fine - ,9384.0
P2828,Add penalty - ,9384.0
P3737,Send Fine - ,9384.0
P1350,Add penalty - ,9384.0
S175935,Add penalty - ,9384.0
S176403,Send Fine - ,9384.0
S176332,Send Fine - ,9384.0
P2976,Send Fine - ,9384.0
P3798,Send Fine - ,9384.0
P3542,Send Fine - ,9384.0
S177776,Send Fine - ,9384.0
S177007,Send Fine - ,9384.0
P3747,Send Fine - ,9384.0
S177161,Send Fine - ,9384.0
P3074,Send Fine - ,9384.0
S177952,Send Fine - ,9384.0
P3540,Send Fine - ,9384.0
S177869,Send Fine - ,9384.0
S169897,Add penalty - ,9384.0
S178077,Create Fine - 50,9384.0
S167713,Add penalty - ,9384.0
C22161,Add penalty - ,9384.0
P2683,Insert Fine Notification - ,9384.0
S173798,Send Fine - ,9384.0
S177955,Send Fine - ,9384.0
S176557,Send Fine - ,9384.0
P2003,Add penalty - ,9384.0
S177957,Send Fine - ,9384.0
S173793,Send Fine - ,9384.0
S177654,Send Fine - ,9384.0
S177406,Send Fine - ,9384.0
S178053,Send Fine - ,9384.0
S174376,Add penalty directly follows Insert Fine Notification,9384.0
P2037,Send Fine - ,9384.0
S171638,Add penalty directly follows Insert Fine Notification,9384.0
S176518,Send Fine - ,9384.0
S173061,Add penalty - ,9384.0
S178218,Send Fine - ,9384.0
P3531,Send Fine - ,9384.0
S176329,Send Fine - ,9384.0
P3796,Send Fine - ,9384.0
S176314,Send Fine - ,9384.0
P2089,Insert Fine Notification - ,9384.0
S175731,Send Fine - ,9384.0
S174917,Send Fine - ,9384.0
S171743,Insert Fine Notification - ,9384.0
P2667,Add penalty - ,9384.0
S176603,Add penalty - ,9384.0
S177381,Send Fine - ,9384.0
P2655,Send Fine - ,9384.0
S174439,Add penalty - ,9384.0
S175839,Send Fine - ,9384.0
S173614,Add penalty - ,9384.0
S174969,Insert Fine Notification - ,9384.0
S174582,Send Fine - ,9384.0
S171809,Add penalty - ,9384.0
P2815,Add penalty - ,9384.0
S177882,Send Fine - ,9384.0
S177969,Send Fine - ,9384.0
S177875,Send Fine - ,9384.0
S171777,Add penalty - ,9384.0
S177872,Send Fine - ,9384.0
S176519,Send Fine - ,9384.0
P2232,Send Appeal to Prefecture - ,9408.0
S167699,Add penalty - ,9408.0
S175844,Add penalty - ,9408.0
S174612,Send Appeal to Prefecture - ,9408.0
S174995,Insert Fine Notification - ,9408.0
S174305,Send Appeal to Prefecture - ,9408.0
P2205,Send Appeal to Prefecture - ,9408.0
S175573,Send Appeal to Prefecture - ,9408.0
P598,Send Appeal to Prefecture - ,9408.0
S170768,Send Fine not observed within 720 hours,9408.0
S176533,A,9408.0
S175844,Send Appeal to Prefecture - ,9408.0
S170021,Receive Result Appeal from Prefecture - ,9408.0
S172861,Send Appeal to Prefecture - ,9408.0
S177866,Insert Fine Notification - ,9408.0
P35,Add penalty - ,9408.0
S173214,Send Appeal to Prefecture - ,9408.0
P1393,Send Appeal to Prefecture - ,9408.0
V19247,Add penalty - ,9408.0
P2887,Add penalty - ,9408.0
S170128,Send Appeal to Prefecture - ,9408.0
S171382,Add penalty - ,9408.0
S169588,Payment - ,9408.0
P1251,Add penalty - ,9408.0
P1544,Send Appeal to Prefecture - ,9408.0
S171447,Send Appeal to Prefecture - ,9408.0
S175110,Send Appeal to Prefecture - ,9408.0
P1251,Add penalty directly follows Insert Fine Notification,9408.0
P3759,Insert Fine Notification - ,9408.0
S177592,Send Fine not observed within 1440 hours,9408.0
V19305,Insert Date Appeal to Prefecture directly follows Insert Fine Notification,9408.0
S175036,Insert Date Appeal to Prefecture directly follows Insert Fine Notification,9408.0
S176180,Insert Date Appeal to Prefecture directly follows Insert Fine Notification,9408.0
P2802,Add penalty directly follows Insert Fine Notification,9408.0
S173577,Send Appeal to Prefecture - ,9408.0
S170542,Receive Result Appeal from Prefecture - ,9408.0
P2512,Send Appeal to Prefecture - ,9408.0
P564,Add penalty - ,9408.0
P627,Add penalty directly follows Insert Fine Notification,9408.0
S165199,Receive Result Appeal from Prefecture - ,9408.0
P35,Add penalty directly follows Insert Fine Notification,9408.0
P2889,Add penalty directly follows Insert Fine Notification,9408.0
P2579,Add penalty directly follows Insert Fine Notification,9408.0
P2887,Add penalty directly follows Insert Fine Notification,9408.0
S174418,Add penalty directly follows Insert Fine Notification,9408.0
S174021,Add penalty directly follows Insert Fine Notification,9408.0
P2867,Add penalty directly follows Insert Fine Notification,9408.0
P2840,Add penalty directly follows Insert Fine Notification,9408.0
S168848,Send Appeal to Prefecture - ,9408.0
C22808,Add penalty directly follows Insert Fine Notification,9408.0
P1208,Send Appeal to Prefecture - ,9408.0
S172443,Send Fine not observed within 720 hours,9408.0
P1556,Send Appeal to Prefecture - ,9408.0
S170539,Send Appeal to Prefecture - ,9408.0
S174418,Add penalty - ,9408.0
S174021,Add penalty - ,9408.0
P2802,Add penalty - ,9408.0
S171246,Send Appeal to Prefecture - ,9408.0
S170839,Add penalty - ,9408.0
S176410,Add penalty - ,9408.0
P564,Send Appeal to Prefecture - ,9408.0
S167699,Add penalty directly follows Insert Fine Notification,9408.0
S170944,Send Appeal to Prefecture - ,9408.0
P1764,Add penalty directly follows Insert Fine Notification,9408.0
S157537,Add penalty directly follows Insert Fine Notification,9408.0
V19247,Add penalty directly follows Insert Fine Notification,9408.0
P2404,Send Appeal to Prefecture - ,9408.0
S174405,Send Appeal to Prefecture - ,9408.0
S172821,Send Appeal to Prefecture - ,9408.0
P1732,Add penalty directly follows Insert Fine Notification,9408.0
S173001,Add penalty directly follows Insert Fine Notification,9408.0
S170509,Add penalty directly follows Insert Fine Notification,9408.0
P1764,Add penalty - ,9408.0
S173795,Send Appeal to Prefecture - ,9408.0
P2867,Add penalty - ,9408.0
S170922,Send Appeal to Prefecture - ,9408.0
S172504,Send Appeal to Prefecture - ,9408.0
S171381,Add penalty directly follows Insert Fine Notification,9408.0
S170509,Add penalty - ,9408.0
S170839,Add penalty directly follows Insert Fine Notification,9408.0
S169157,Send Appeal to Prefecture - ,9408.0
S175036,Insert Date Appeal to Prefecture - ,9408.0
S163133,Send Appeal to Prefecture - ,9408.0
P2579,Add penalty - ,9408.0
S171382,Add penalty directly follows Insert Fine Notification,9408.0
V19305,Insert Date Appeal to Prefecture - ,9408.0
P2415,Send Appeal to Prefecture - ,9408.0
P627,Add penalty - ,9408.0
P1732,Add penalty - ,9408.0
S175125,Send Appeal to Prefecture - ,9408.0
S176209,Send Appeal to Prefecture - ,9408.0
S171381,Add penalty - ,9408.0
S176508,Insert Fine Notification - ,9408.0
P1586,Send Appeal to Prefecture - ,9408.0
S173315,Send Appeal to Prefecture - ,9408.0
S176180,Insert Date Appeal to Prefecture - ,9408.0
P2114,Send Appeal to Prefecture - ,9408.0
P2840,Add penalty - ,9408.0
S169086,Send Appeal to Prefecture - ,9408.0
S157537,Add penalty - ,9408.0
S160960,Send Appeal to Prefecture - ,9408.0
P1202,Send Appeal to Prefecture - ,9408.0
P1762,Add penalty - ,9408.0
S169296,Send Appeal to Prefecture - ,9408.0
S173001,Add penalty - ,9408.0
S170849,Receive Result Appeal from Prefecture - ,9408.0
P2797,Send Appeal to Prefecture - ,9408.0
S176410,Send Appeal to Prefecture - ,9408.0
C22808,Add penalty - ,9408.0
S167861,Send Appeal to Prefecture - ,9408.0
P2889,Add penalty - ,9408.0
S171997,Send Appeal to Prefecture - ,9408.0
S161133,Send Appeal to Prefecture - ,9408.0
P1603,Payment - ,9408.0
S176533,Create Fine - 65,9408.0
S169962,Send Appeal to Prefecture - ,9408.0
S161897,Insert Fine Notification - ,9432.0
S178512,Create Fine - 52,9432.0
S170121,Insert Fine Notification - ,9432.0
P2223,Add penalty - ,9432.0
S178510,Create Fine - 52,9432.0
V19277,Insert Fine Notification - ,9432.0
P3500,Insert Fine Notification - ,9432.0
S174789,Insert Fine Notification - ,9432.0
S177910,A,9432.0
S165070,Insert Fine Notification - ,9432.0
S177296,Insert Fine Notification - ,9432.0
P3691,Insert Fine Notification - ,9432.0
P2694,Insert Fine Notification - ,9432.0
S174262,Insert Fine Notification - ,9432.0
V19259,Insert Fine Notification - ,9432.0
S174757,Insert Fine Notification - ,9432.0
P3588,Send Fine not observed within 720 hours,9432.0
S176183,Insert Fine Notification - ,9432.0
P553,Payment - ,9432.0
S175363,Insert Fine Notification - ,9432.0
S177911,A,9432.0
P2223,Add penalty directly follows Insert Fine Notification,9432.0
S177367,Insert Fine Notification - ,9432.0
P3594,Send Fine not observed within 720 hours,9432.0
S178510,A,9432.0
P3229,Insert Fine Notification - ,9432.0
P2636,Insert Fine Notification - ,9432.0
S177910,Create Fine - 43,9432.0
S174964,Insert Fine Notification - ,9432.0
S163860,Send Fine not observed within 1440 hours,9432.0
S177759,Insert Fine Notification - ,9432.0
S177911,Create Fine - 43,9432.0
P3840,Create Fine - 538,9432.0
