Case ID,Activity,Resource,Complete Timestamp,Variant,Variant index,org:group,concept:instance,lifecycle:transition,concept:name,responsible,department,group,channel
case-6944,T10 Determine necessity to stop indication - complete,Resource01,2011-04-28 14:01:27.029,Variant 1,1,Group 1,task-22643,complete,T10 Determine necessity to stop indication,Resource01,General,,Internet
case-6947,Confirmation of receipt - complete,Resource01,2011-04-28 14:53:24.088,Variant 1,1,EMPTY,task-19962,complete,Confirmation of receipt,Resource11,General,,Internet
case-6947,T02 Check confirmation of receipt - complete,Resource01,2011-04-28 14:53:45.942,Variant 1,1,Group 4,task-22676,complete,T02 Check confirmation of receipt,Resource11,General,,Internet
case-6947,T04 Determine confirmation of receipt - complete,Resource01,2011-04-28 14:53:56.885,Variant 1,1,Group 3,task-22678,complete,T04 Determine confirmation of receipt,Resource11,General,,Internet
case-6947,T05 Print and send confirmation of receipt - complete,Resource01,2011-04-28 15:01:11.710,Variant 1,1,Group 2,task-22679,complete,T05 Print and send confirmation of receipt,Resource11,General,,Internet
case-6947,T06 Determine necessity of stop advice - complete,Resource01,2011-05-12 09:34:14.232,Variant 1,1,Group 1,task-22677,complete,T06 Determine necessity of stop advice,Resource11,General,,Internet
case-6947,T10 Determine necessity to stop indication - complete,Resource01,2011-05-12 09:34:36.210,Variant 1,1,Group 1,task-24587,complete,T10 Determine necessity to stop indication,Resource11,General,,Internet
case-6948,Confirmation of receipt - complete,Resource01,2011-04-28 15:16:02.969,Variant 8,8,EMPTY,task-19975,complete,Confirmation of receipt,Resource01,General,,Internet
case-6948,T02 Check confirmation of receipt - complete,Resource01,2011-04-28 15:16:18.990,Variant 8,8,Group 4,task-22689,complete,T02 Check confirmation of receipt,Resource01,General,,Internet
case-6948,T04 Determine confirmation of receipt - complete,Resource01,2011-04-28 15:16:32.023,Variant 8,8,Group 3,task-22691,complete,T04 Determine confirmation of receipt,Resource01,General,,Internet
case-6948,T05 Print and send confirmation of receipt - complete,Resource01,2011-04-28 15:18:01.832,Variant 8,8,Group 2,task-22692,complete,T05 Print and send confirmation of receipt,Resource01,General,,Internet
case-6948,T06 Determine necessity of stop advice - complete,Resource07,2011-05-03 12:03:51.093,Variant 8,8,Group 1,task-22690,complete,T06 Determine necessity of stop advice,Resource01,General,,Internet
case-6948,T10 Determine necessity to stop indication - complete,Resource01,2011-05-12 13:31:32.063,Variant 8,8,Group 1,task-23446,complete,T10 Determine necessity to stop indication,Resource01,General,,Internet
case-6948,T11 Create document X request unlicensed - complete,Resource01,2011-05-12 13:46:33.389,Variant 8,8,Group 1,task-24705,complete,T11 Create document X request unlicensed,Resource01,General,,Internet
case-6948,T12 Check document X request unlicensed - complete,Resource01,2011-05-12 13:46:57.388,Variant 8,8,Group 4,task-24706,complete,T12 Check document X request unlicensed,Resource01,General,,Internet
case-6948,T14 Determine document X request unlicensed - complete,Resource19,2011-05-19 10:35:15.145,Variant 8,8,EMPTY,task-24707,complete,T14 Determine document X request unlicensed,Resource01,General,,Internet
case-6948,T15 Print document X request unlicensed - complete,Resource01,2011-05-19 11:46:19.283,Variant 8,8,Group 2,task-25634,complete,T15 Print document X request unlicensed,Resource01,General,,Internet
case-6950,Confirmation of receipt - complete,Resource01,2011-04-28 15:05:51.422,Variant 1,1,EMPTY,task-19993,complete,Confirmation of receipt,Resource11,General,,Internet
case-6950,T02 Check confirmation of receipt - complete,Resource01,2011-04-28 15:06:06.817,Variant 1,1,Group 4,task-22681,complete,T02 Check confirmation of receipt,Resource11,General,,Internet
case-6950,T04 Determine confirmation of receipt - complete,Resource01,2011-04-28 15:06:20.254,Variant 1,1,Group 3,task-22683,complete,T04 Determine confirmation of receipt,Resource11,General,,Internet
case-6950,T05 Print and send confirmation of receipt - complete,Resource01,2011-04-28 15:06:31.683,Variant 1,1,Group 2,task-22684,complete,T05 Print and send confirmation of receipt,Resource11,General,,Internet
case-6950,T06 Determine necessity of stop advice - complete,Resource01,2011-05-12 09:46:12.540,Variant 1,1,Group 1,task-22682,complete,T06 Determine necessity of stop advice,Resource11,General,,Internet
case-6950,T10 Determine necessity to stop indication - complete,Resource01,2011-05-12 09:47:59.271,Variant 1,1,Group 1,task-24603,complete,T10 Determine necessity to stop indication,Resource11,General,,Internet
case-6951,Confirmation of receipt - complete,admin2,2011-04-14 08:20:48.570,Variant 3,3,EMPTY,task-20008,complete,Confirmation of receipt,Resource17,General,,Internet
case-6953,Confirmation of receipt - complete,Resource06,2011-04-19 10:10:25.445,Variant 1,1,EMPTY,task-20035,complete,Confirmation of receipt,Resource06,General,,Internet
case-6953,T02 Check confirmation of receipt - complete,Resource06,2011-04-19 10:10:45.567,Variant 1,1,Group 4,task-21031,complete,T02 Check confirmation of receipt,Resource06,General,,Internet
case-6953,T04 Determine confirmation of receipt - complete,Resource06,2011-04-19 10:11:00.222,Variant 1,1,Group 3,task-21033,complete,T04 Determine confirmation of receipt,Resource06,General,,Internet
case-6953,T05 Print and send confirmation of receipt - complete,Resource06,2011-04-19 10:11:11.537,Variant 1,1,Group 2,task-21034,complete,T05 Print and send confirmation of receipt,Resource06,General,,Internet
case-6953,T06 Determine necessity of stop advice - complete,Resource06,2011-04-19 10:11:26.110,Variant 1,1,Group 1,task-21032,complete,T06 Determine necessity of stop advice,Resource06,General,,Internet
case-6953,T10 Determine necessity to stop indication - complete,Resource06,2011-04-19 10:11:45.505,Variant 1,1,Group 1,task-21035,complete,T10 Determine necessity to stop indication,Resource06,General,,Internet
case-6955,Confirmation of receipt - complete,Resource01,2011-04-28 14:49:47.708,Variant 10,10,EMPTY,task-20037,complete,Confirmation of receipt,Resource01,General,,Internet
case-6955,T02 Check confirmation of receipt - complete,Resource01,2011-04-28 14:50:03.219,Variant 10,10,Group 4,task-22671,complete,T02 Check confirmation of receipt,Resource01,General,,Internet
case-6955,T04 Determine confirmation of receipt - complete,Resource01,2011-04-28 14:50:15.040,Variant 10,10,Group 3,task-22673,complete,T04 Determine confirmation of receipt,Resource01,General,,Internet
case-6955,T05 Print and send confirmation of receipt - complete,Resource01,2011-04-28 14:50:26.587,Variant 10,10,Group 2,task-22674,complete,T05 Print and send confirmation of receipt,Resource01,General,,Internet
case-6955,T06 Determine necessity of stop advice - complete,admin2,2011-05-26 13:13:58.332,Variant 10,10,Group 1,task-22672,complete,T06 Determine necessity of stop advice,Resource01,General,,Internet
case-6957,Confirmation of receipt - complete,Resource13,2011-04-13 10:53:05.329,Variant 4,4,EMPTY,task-20039,complete,Confirmation of receipt,Resource13,General,,Internet
case-6957,T02 Check confirmation of receipt - complete,Resource13,2011-04-13 10:53:52.557,Variant 4,4,EMPTY,task-20220,complete,T02 Check confirmation of receipt,Resource13,General,,Internet
case-6957,T06 Determine necessity of stop advice - complete,Resource13,2011-04-13 10:54:16.536,Variant 4,4,Group 1,task-20221,complete,T06 Determine necessity of stop advice,Resource13,General,,Internet
case-6957,T10 Determine necessity to stop indication - complete,Resource13,2011-04-13 10:54:33.659,Variant 4,4,Group 1,task-20223,complete,T10 Determine necessity to stop indication,Resource13,General,,Internet
case-6957,T04 Determine confirmation of receipt - complete,Resource10,2011-04-15 14:56:28.069,Variant 4,4,Group 3,task-20222,complete,T04 Determine confirmation of receipt,Resource13,General,,Internet
case-6957,T05 Print and send confirmation of receipt - complete,admin1,2011-04-18 15:17:21.141,Variant 4,4,Group 2,task-20659,complete,T05 Print and send confirmation of receipt,Resource13,General,,Internet
case-6969,Confirmation of receipt - complete,Resource06,2011-04-13 11:59:05.016,Variant 1,1,Group 1,task-20175,complete,Confirmation of receipt,Resource06,General,,Desk
case-6969,T02 Check confirmation of receipt - complete,Resource06,2011-04-13 11:59:22.070,Variant 1,1,Group 4,task-20246,complete,T02 Check confirmation of receipt,Resource06,General,,Desk
case-6969,T04 Determine confirmation of receipt - complete,Resource06,2011-04-13 11:59:35.192,Variant 1,1,Group 3,task-20248,complete,T04 Determine confirmation of receipt,Resource06,General,,Desk
case-6969,T05 Print and send confirmation of receipt - complete,Resource06,2011-04-13 12:08:53.826,Variant 1,1,EMPTY,task-20249,complete,T05 Print and send confirmation of receipt,Resource06,General,,Desk
case-6969,T06 Determine necessity of stop advice - complete,Resource06,2011-04-27 13:41:29.549,Variant 1,1,Group 1,task-20247,complete,T06 Determine necessity of stop advice,Resource06,General,,Desk
case-6969,T10 Determine necessity to stop indication - complete,Resource06,2011-04-27 13:41:44.590,Variant 1,1,Group 1,task-22396,complete,T10 Determine necessity to stop indication,Resource06,General,,Desk
case-6979,Confirmation of receipt - complete,Resource02,2011-04-15 07:47:43.344,Variant 1,1,EMPTY,task-20354,complete,Confirmation of receipt,Resource02,General,,Internet
case-6979,T02 Check confirmation of receipt - complete,Resource02,2011-04-15 07:48:23.665,Variant 1,1,EMPTY,task-20588,complete,T02 Check confirmation of receipt,Resource02,General,,Internet
case-6979,T04 Determine confirmation of receipt - complete,Resource02,2011-04-15 07:48:38.937,Variant 1,1,Group 3,task-20590,complete,T04 Determine confirmation of receipt,Resource02,General,,Internet
case-6979,T05 Print and send confirmation of receipt - complete,Resource02,2011-04-15 07:48:48.846,Variant 1,1,Group 2,task-20591,complete,T05 Print and send confirmation of receipt,Resource02,General,,Internet
case-6979,T06 Determine necessity of stop advice - complete,Resource02,2011-04-15 08:38:48.306,Variant 1,1,Group 1,task-20589,complete,T06 Determine necessity of stop advice,Resource02,General,,Internet
case-6979,T10 Determine necessity to stop indication - complete,Resource02,2011-04-15 08:40:58.471,Variant 1,1,Group 1,task-20592,complete,T10 Determine necessity to stop indication,Resource02,General,,Internet
case-6982,Confirmation of receipt - complete,Resource06,2011-04-26 09:45:57.669,Variant 1,1,EMPTY,task-20455,complete,Confirmation of receipt,Resource06,General,,Internet
case-6982,T02 Check confirmation of receipt - complete,Resource06,2011-04-26 09:46:15.216,Variant 1,1,Group 4,task-22073,complete,T02 Check confirmation of receipt,Resource06,General,,Internet
case-6982,T04 Determine confirmation of receipt - complete,Resource06,2011-04-26 09:46:27.373,Variant 1,1,Group 3,task-22076,complete,T04 Determine confirmation of receipt,Resource06,General,,Internet
case-6982,T05 Print and send confirmation of receipt - complete,Resource06,2011-04-26 09:46:38.900,Variant 1,1,Group 2,task-22077,complete,T05 Print and send confirmation of receipt,Resource06,General,,Internet
case-6982,T06 Determine necessity of stop advice - complete,Resource06,2011-04-26 09:46:53.741,Variant 1,1,Group 1,task-22075,complete,T06 Determine necessity of stop advice,Resource06,General,,Internet
case-6982,T10 Determine necessity to stop indication - complete,Resource06,2011-04-26 09:47:09.922,Variant 1,1,Group 1,task-22079,complete,T10 Determine necessity to stop indication,Resource06,General,,Internet
case-6987,Confirmation of receipt - complete,Resource15,2011-04-18 09:52:36.194,Variant 5,5,Group 1,task-20566,complete,Confirmation of receipt,Resource15,General,,Internet
case-6987,T02 Check confirmation of receipt - complete,Resource15,2011-04-18 09:52:59.077,Variant 5,5,Group 4,task-20734,complete,T02 Check confirmation of receipt,Resource15,General,,Internet
case-6987,T04 Determine confirmation of receipt - complete,Resource15,2011-04-18 09:53:10.803,Variant 5,5,Group 3,task-20736,complete,T04 Determine confirmation of receipt,Resource15,General,,Internet
case-6987,T06 Determine necessity of stop advice - complete,Resource15,2011-04-18 09:53:24.166,Variant 5,5,Group 1,task-20735,complete,T06 Determine necessity of stop advice,Resource15,General,,Internet
case-6987,T10 Determine necessity to stop indication - complete,Resource15,2011-04-18 09:53:40.989,Variant 5,5,Group 1,task-20738,complete,T10 Determine necessity to stop indication,Resource15,General,,Internet
case-6987,T05 Print and send confirmation of receipt - complete,admin1,2011-04-18 15:25:20.592,Variant 5,5,Group 2,task-20737,complete,T05 Print and send confirmation of receipt,Resource15,General,,Internet
case-6988,Confirmation of receipt - complete,Resource17,2011-04-21 15:01:09.032,Variant 9,9,EMPTY,task-20572,complete,Confirmation of receipt,Resource02,General,Group 5,Internet
case-6988,T06 Determine necessity of stop advice - complete,Resource17,2011-04-21 15:09:38.036,Variant 9,9,Group 1,task-21938,complete,T06 Determine necessity of stop advice,Resource02,General,Group 5,Internet
case-6988,T02 Check confirmation of receipt - complete,Resource17,2011-04-21 15:09:53.753,Variant 9,9,EMPTY,task-21937,complete,T02 Check confirmation of receipt,Resource02,General,Group 5,Internet
case-6988,T10 Determine necessity to stop indication - complete,Resource17,2011-04-21 15:10:09.040,Variant 9,9,Group 1,task-21939,complete,T10 Determine necessity to stop indication,Resource02,General,Group 5,Internet
case-6988,T04 Determine confirmation of receipt - complete,Resource17,2011-04-21 15:10:42.016,Variant 9,9,EMPTY,task-21940,complete,T04 Determine confirmation of receipt,Resource02,General,Group 5,Internet
case-6988,T05 Print and send confirmation of receipt - complete,Resource17,2011-04-21 15:10:55.780,Variant 9,9,Group 2,task-21942,complete,T05 Print and send confirmation of receipt,Resource02,General,Group 5,Internet
case-6989,Confirmation of receipt - complete,Resource01,2011-04-28 15:11:56.573,Variant 8,8,EMPTY,task-20579,complete,Confirmation of receipt,Resource01,General,,Internet
case-6989,T02 Check confirmation of receipt - complete,Resource01,2011-04-28 15:12:10.772,Variant 8,8,Group 4,task-22685,complete,T02 Check confirmation of receipt,Resource01,General,,Internet
case-6989,T04 Determine confirmation of receipt - complete,Resource01,2011-04-28 15:12:27.245,Variant 8,8,Group 3,task-22687,complete,T04 Determine confirmation of receipt,Resource01,General,,Internet
case-6989,T05 Print and send confirmation of receipt - complete,Resource01,2011-04-28 15:12:41.628,Variant 8,8,Group 2,task-22688,complete,T05 Print and send confirmation of receipt,Resource01,General,,Internet
case-6989,T06 Determine necessity of stop advice - complete,Resource01,2011-05-13 08:36:59.996,Variant 8,8,Group 1,task-22686,complete,T06 Determine necessity of stop advice,Resource01,General,,Internet
case-6989,T10 Determine necessity to stop indication - complete,Resource01,2011-05-13 08:38:32.509,Variant 8,8,Group 1,task-24881,complete,T10 Determine necessity to stop indication,Resource01,General,,Internet
case-6989,T11 Create document X request unlicensed - complete,Resource01,2011-05-13 08:58:35.387,Variant 8,8,Group 1,task-24882,complete,T11 Create document X request unlicensed,Resource01,General,,Internet
case-6989,T12 Check document X request unlicensed - complete,Resource01,2011-05-13 09:04:13.966,Variant 8,8,Group 4,task-24884,complete,T12 Check document X request unlicensed,Resource01,General,,Internet
case-6989,T14 Determine document X request unlicensed - complete,Resource19,2011-05-19 10:32:05.630,Variant 8,8,EMPTY,task-24885,complete,T14 Determine document X request unlicensed,Resource01,General,,Internet
case-6989,T15 Print document X request unlicensed - complete,Resource11,2011-05-19 10:53:49.765,Variant 8,8,Group 2,task-25630,complete,T15 Print document X request unlicensed,Resource01,General,,Internet
case-6990,Confirmation of receipt - complete,Resource01,2011-04-28 15:26:41.819,Variant 1,1,EMPTY,task-20582,complete,Confirmation of receipt,Resource11,General,,Internet
case-6990,T02 Check confirmation of receipt - complete,Resource01,2011-04-28 15:27:04.252,Variant 1,1,Group 4,task-22695,complete,T02 Check confirmation of receipt,Resource11,General,,Internet
case-6990,T04 Determine confirmation of receipt - complete,Resource01,2011-04-28 15:27:17.716,Variant 1,1,Group 3,task-22697,complete,T04 Determine confirmation of receipt,Resource11,General,,Internet
case-6990,T05 Print and send confirmation of receipt - complete,Resource01,2011-04-28 15:27:38.268,Variant 1,1,Group 2,task-22698,complete,T05 Print and send confirmation of receipt,Resource11,General,,Internet
case-6990,T06 Determine necessity of stop advice - complete,Resource01,2011-05-12 11:04:47.362,Variant 1,1,Group 1,task-22696,complete,T06 Determine necessity of stop advice,Resource11,General,,Internet
case-6990,T10 Determine necessity to stop indication - complete,Resource01,2011-05-12 11:13:26.274,Variant 1,1,Group 1,task-24629,complete,T10 Determine necessity to stop indication,Resource11,General,,Internet
case-6993,Confirmation of receipt - complete,Resource01,2011-04-28 15:43:32.808,Variant 1,1,EMPTY,task-20586,complete,Confirmation of receipt,Resource11,General,,Internet
case-6993,T02 Check confirmation of receipt - complete,Resource01,2011-04-28 15:43:50.409,Variant 1,1,Group 4,task-22708,complete,T02 Check confirmation of receipt,Resource11,General,,Internet
case-6993,T04 Determine confirmation of receipt - complete,Resource01,2011-04-28 15:44:05.222,Variant 1,1,Group 3,task-22710,complete,T04 Determine confirmation of receipt,Resource11,General,,Internet
case-6993,T05 Print and send confirmation of receipt - complete,Resource01,2011-04-28 15:44:20.419,Variant 1,1,Group 2,task-22711,complete,T05 Print and send confirmation of receipt,Resource11,General,,Internet
case-6993,T06 Determine necessity of stop advice - complete,Resource01,2011-05-12 11:45:14.303,Variant 1,1,Group 1,task-22709,complete,T06 Determine necessity of stop advice,Resource11,General,,Internet
case-6993,T10 Determine necessity to stop indication - complete,Resource01,2011-05-12 11:46:39.323,Variant 1,1,Group 1,task-24650,complete,T10 Determine necessity to stop indication,Resource11,General,,Internet
case-6995,Confirmation of receipt - complete,Resource08,2011-04-20 09:28:23.446,Variant 1,1,EMPTY,task-20598,complete,Confirmation of receipt,Resource08,General,,Internet
case-6995,T02 Check confirmation of receipt - complete,Resource08,2011-04-20 09:30:47.189,Variant 1,1,Group 4,task-21279,complete,T02 Check confirmation of receipt,Resource08,General,,Internet
case-6995,T04 Determine confirmation of receipt - complete,Resource08,2011-04-20 09:31:24.907,Variant 1,1,Group 3,task-21281,complete,T04 Determine confirmation of receipt,Resource08,General,,Internet
case-6995,T05 Print and send confirmation of receipt - complete,Resource08,2011-04-20 09:32:09.423,Variant 1,1,EMPTY,task-21282,complete,T05 Print and send confirmation of receipt,Resource08,General,,Internet
case-6995,T06 Determine necessity of stop advice - complete,Resource08,2011-04-20 09:32:36.702,Variant 1,1,Group 1,task-21280,complete,T06 Determine necessity of stop advice,Resource08,General,,Internet
case-6995,T10 Determine necessity to stop indication - complete,Resource08,2011-04-20 09:33:51.880,Variant 1,1,Group 1,task-21284,complete,T10 Determine necessity to stop indication,Resource08,General,,Internet
case-6996,Confirmation of receipt - complete,Resource01,2011-04-19 09:10:57.850,Variant 1,1,EMPTY,task-20605,complete,Confirmation of receipt,Resource11,General,,Desk
case-6996,T02 Check confirmation of receipt - complete,Resource01,2011-04-19 09:11:16.019,Variant 1,1,Group 4,task-20980,complete,T02 Check confirmation of receipt,Resource11,General,,Desk
case-6996,T04 Determine confirmation of receipt - complete,Resource01,2011-04-19 09:11:30.897,Variant 1,1,Group 3,task-20983,complete,T04 Determine confirmation of receipt,Resource11,General,,Desk
case-6996,T05 Print and send confirmation of receipt - complete,Resource01,2011-04-19 09:11:42.866,Variant 1,1,Group 2,task-20985,complete,T05 Print and send confirmation of receipt,Resource11,General,,Desk
case-6996,T06 Determine necessity of stop advice - complete,Resource01,2011-04-19 09:12:15.048,Variant 1,1,Group 1,task-20981,complete,T06 Determine necessity of stop advice,Resource11,General,,Desk
case-6996,T10 Determine necessity to stop indication - complete,Resource01,2011-04-19 09:13:51.229,Variant 1,1,Group 1,task-20988,complete,T10 Determine necessity to stop indication,Resource11,General,,Desk
case-6997,Confirmation of receipt - complete,Resource07,2011-05-02 08:59:03.302,Variant 7,7,EMPTY,task-20606,complete,Confirmation of receipt,Resource01,General,,Internet
case-6997,T02 Check confirmation of receipt - complete,Resource07,2011-05-02 08:59:19.149,Variant 7,7,Group 4,task-22874,complete,T02 Check confirmation of receipt,Resource01,General,,Internet
case-6997,T06 Determine necessity of stop advice - complete,Resource07,2011-05-02 08:59:35.086,Variant 7,7,Group 1,task-22875,complete,T06 Determine necessity of stop advice,Resource01,General,,Internet
case-6997,T04 Determine confirmation of receipt - complete,Resource07,2011-05-02 08:59:49.634,Variant 7,7,Group 3,task-22876,complete,T04 Determine confirmation of receipt,Resource01,General,,Internet
case-6997,T05 Print and send confirmation of receipt - complete,Resource07,2011-05-02 09:00:03.075,Variant 7,7,Group 2,task-22878,complete,T05 Print and send confirmation of receipt,Resource01,General,,Internet
case-6997,T10 Determine necessity to stop indication - complete,Resource01,2011-05-12 12:02:54.091,Variant 7,7,Group 1,task-22877,complete,T10 Determine necessity to stop indication,Resource01,General,,Internet
case-6998,Confirmation of receipt - complete,Resource13,2011-04-20 07:56:26.031,Variant 9,9,EMPTY,task-20613,complete,Confirmation of receipt,Resource13,General,,Desk
case-6998,T06 Determine necessity of stop advice - complete,Resource13,2011-04-20 07:57:15.696,Variant 9,9,Group 1,task-21246,complete,T06 Determine necessity of stop advice,Resource13,General,,Desk
case-6998,T02 Check confirmation of receipt - complete,Resource13,2011-04-20 07:57:32.308,Variant 9,9,EMPTY,task-21245,complete,T02 Check confirmation of receipt,Resource13,General,,Desk
case-6998,T10 Determine necessity to stop indication - complete,Resource13,2011-04-20 07:58:18.620,Variant 9,9,Group 1,task-21247,complete,T10 Determine necessity to stop indication,Resource13,General,,Desk
case-6998,T04 Determine confirmation of receipt - complete,Resource10,2011-04-27 09:06:36.518,Variant 9,9,EMPTY,task-21248,complete,T04 Determine confirmation of receipt,Resource13,General,,Desk
case-6998,T05 Print and send confirmation of receipt - complete,admin1,2011-04-28 15:16:53.667,Variant 9,9,Group 2,task-22276,complete,T05 Print and send confirmation of receipt,Resource13,General,,Desk
case-6999,Confirmation of receipt - complete,Resource08,2011-04-20 10:02:58.352,Variant 1,1,EMPTY,task-20623,complete,Confirmation of receipt,Resource08,General,,Internet
case-6999,T02 Check confirmation of receipt - complete,Resource08,2011-04-20 10:07:43.048,Variant 1,1,EMPTY,task-21302,complete,T02 Check confirmation of receipt,Resource08,General,,Internet
case-6999,T04 Determine confirmation of receipt - complete,Resource08,2011-04-20 10:08:24.390,Variant 1,1,EMPTY,task-21313,complete,T04 Determine confirmation of receipt,Resource08,General,,Internet
case-6999,T05 Print and send confirmation of receipt - complete,Resource08,2011-04-20 10:09:30.245,Variant 1,1,EMPTY,task-21314,complete,T05 Print and send confirmation of receipt,Resource08,General,,Internet
case-6999,T06 Determine necessity of stop advice - complete,Resource08,2011-04-20 10:13:46.327,Variant 1,1,Group 1,task-21303,complete,T06 Determine necessity of stop advice,Resource08,General,,Internet
case-6999,T10 Determine necessity to stop indication - complete,Resource08,2011-04-20 10:15:01.207,Variant 1,1,Group 1,task-21323,complete,T10 Determine necessity to stop indication,Resource08,General,,Internet
case-7000,Confirmation of receipt - complete,Resource17,2011-04-21 15:55:07.600,Variant 1,1,EMPTY,task-20635,complete,Confirmation of receipt,Resource17,General,,Desk
case-7000,T02 Check confirmation of receipt - complete,Resource17,2011-04-21 18:31:56.107,Variant 1,1,EMPTY,task-21964,complete,T02 Check confirmation of receipt,Resource17,General,,Desk
case-7000,T04 Determine confirmation of receipt - complete,Resource17,2011-04-21 18:32:28.746,Variant 1,1,EMPTY,task-21975,complete,T04 Determine confirmation of receipt,Resource17,General,,Desk
case-7000,T05 Print and send confirmation of receipt - complete,Resource17,2011-04-21 18:32:39.008,Variant 1,1,Group 2,task-21976,complete,T05 Print and send confirmation of receipt,Resource17,General,,Desk
case-7000,T06 Determine necessity of stop advice - complete,Resource17,2011-04-21 18:32:48.153,Variant 1,1,Group 1,task-21965,complete,T06 Determine necessity of stop advice,Resource17,General,,Desk
case-7000,T10 Determine necessity to stop indication - complete,Resource17,2011-04-21 18:33:01.430,Variant 1,1,Group 1,task-21977,complete,T10 Determine necessity to stop indication,Resource17,General,,Desk
case-7002,Confirmation of receipt - complete,Resource08,2011-04-19 13:38:18.469,Variant 1,1,EMPTY,task-20638,complete,Confirmation of receipt,Resource08,General,,Internet
case-7002,T02 Check confirmation of receipt - complete,Resource08,2011-04-19 13:38:47.911,Variant 1,1,Group 4,task-21112,complete,T02 Check confirmation of receipt,Resource08,General,,Internet
case-7002,T04 Determine confirmation of receipt - complete,Resource08,2011-04-19 13:39:54.520,Variant 1,1,EMPTY,task-21114,complete,T04 Determine confirmation of receipt,Resource08,General,,Internet
case-7002,T05 Print and send confirmation of receipt - complete,Resource08,2011-04-19 13:42:07.116,Variant 1,1,EMPTY,task-21115,complete,T05 Print and send confirmation of receipt,Resource08,General,,Internet
case-7002,T06 Determine necessity of stop advice - complete,Resource08,2011-04-19 13:54:22.612,Variant 1,1,Group 1,task-21113,complete,T06 Determine necessity of stop advice,Resource08,General,,Internet
case-7002,T10 Determine necessity to stop indication - complete,Resource08,2011-04-19 13:55:35.725,Variant 1,1,Group 1,task-21128,complete,T10 Determine necessity to stop indication,Resource08,General,,Internet
case-7004,Confirmation of receipt - complete,Resource01,2011-04-19 10:23:00.736,Variant 1,1,EMPTY,task-20641,complete,Confirmation of receipt,Resource11,General,,Internet
case-7004,T02 Check confirmation of receipt - complete,Resource01,2011-04-19 10:23:35.062,Variant 1,1,Group 4,task-21045,complete,T02 Check confirmation of receipt,Resource11,General,,Internet
case-7004,T04 Determine confirmation of receipt - complete,Resource01,2011-04-19 10:23:57.921,Variant 1,1,Group 3,task-21048,complete,T04 Determine confirmation of receipt,Resource11,General,,Internet
case-7004,T05 Print and send confirmation of receipt - complete,Resource01,2011-04-19 10:24:22.020,Variant 1,1,Group 2,task-21050,complete,T05 Print and send confirmation of receipt,Resource11,General,,Internet
case-7004,T06 Determine necessity of stop advice - complete,Resource01,2011-04-19 10:24:53.065,Variant 1,1,Group 1,task-21046,complete,T06 Determine necessity of stop advice,Resource11,General,,Internet
case-7004,T10 Determine necessity to stop indication - complete,Resource01,2011-04-19 10:25:37.221,Variant 1,1,Group 1,task-21052,complete,T10 Determine necessity to stop indication,Resource11,General,,Internet
case-7005,Confirmation of receipt - complete,Resource07,2011-05-02 08:56:59.477,Variant 1,1,EMPTY,task-20642,complete,Confirmation of receipt,Resource11,General,,Internet
case-7005,T02 Check confirmation of receipt - complete,Resource07,2011-05-02 08:57:19.793,Variant 1,1,Group 4,task-22869,complete,T02 Check confirmation of receipt,Resource11,General,,Internet
case-7005,T04 Determine confirmation of receipt - complete,Resource07,2011-05-02 08:57:41.286,Variant 1,1,Group 3,task-22871,complete,T04 Determine confirmation of receipt,Resource11,General,,Internet
case-7005,T05 Print and send confirmation of receipt - complete,Resource07,2011-05-02 08:57:52.463,Variant 1,1,Group 2,task-22872,complete,T05 Print and send confirmation of receipt,Resource11,General,,Internet
case-7005,T06 Determine necessity of stop advice - complete,Resource07,2011-05-02 08:58:18.142,Variant 1,1,Group 1,task-22870,complete,T06 Determine necessity of stop advice,Resource11,General,,Internet
case-7005,T10 Determine necessity to stop indication - complete,Resource01,2011-05-12 13:56:52.782,Variant 1,1,Group 1,task-22873,complete,T10 Determine necessity to stop indication,Resource11,General,,Internet
case-7008,Confirmation of receipt - complete,Resource08,2011-04-19 15:04:50.163,Variant 2,2,EMPTY,task-20653,complete,Confirmation of receipt,Resource08,General,,Internet
case-7008,T06 Determine necessity of stop advice - complete,Resource08,2011-04-19 15:29:59.098,Variant 2,2,Group 1,task-21170,complete,T06 Determine necessity of stop advice,Resource08,General,,Internet
case-7008,T10 Determine necessity to stop indication - complete,Resource08,2011-04-19 15:30:15.666,Variant 2,2,Group 1,task-21177,complete,T10 Determine necessity to stop indication,Resource08,General,,Internet
case-7008,T02 Check confirmation of receipt - complete,Resource08,2011-04-19 15:31:22.222,Variant 2,2,EMPTY,task-21169,complete,T02 Check confirmation of receipt,Resource08,General,,Internet
case-7008,T04 Determine confirmation of receipt - complete,Resource08,2011-04-19 15:32:07.586,Variant 2,2,EMPTY,task-21181,complete,T04 Determine confirmation of receipt,Resource08,General,,Internet
case-7008,T05 Print and send confirmation of receipt - complete,Resource08,2011-04-19 15:33:31.443,Variant 2,2,EMPTY,task-21182,complete,T05 Print and send confirmation of receipt,Resource08,General,,Internet
case-7012,Confirmation of receipt - complete,Resource02,2011-04-20 09:56:02.184,Variant 1,1,EMPTY,task-20662,complete,Confirmation of receipt,Resource02,General,,Desk
case-7012,T02 Check confirmation of receipt - complete,Resource02,2011-04-20 09:56:25.776,Variant 1,1,Group 4,task-21296,complete,T02 Check confirmation of receipt,Resource02,General,,Desk
